sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"An old woman , armed with a Sound Guide , became quite excited and pulled at the arm of another .",0,12,excited,verb,Cause (someone) to feel very enthusiastic and eager.,flying still excites me
I take it they 're not promised elsewhere ?,0,6,promise,verb,Assure someone that one will definitely do something or that something will happen.,he promised to forward my mail
There is a deceptive simplicity about such lists which requires extensive effort to ensure a comprehensive but coherent content .,0,9,require,verb,Need for a particular purpose.,three patients required operations
Leinster will be hard pushed to keep the score within the respectable margins of defeat set by their predecessors .,0,4,push,verb,Exert force on (someone or something) in order to move them away from oneself.,she pushed her glass towards him
The Pennines fairly shook .,1,3,shake,verb,(of a structure or area of land) tremble or vibrate.,buildings shook in Sacramento and tremors were felt in Reno
Well let go then !,0,1,let,verb,Not prevent or forbid; allow.,my boss let me leave early
and then down below there 's Helen you know Christopher and,0,8,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Chamberlain provided the way out by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously ; he also turned down Balcarres 's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year .,0,18,allow,verb,Let (someone) have or do something.,the dissident was allowed to leave the country
"It was initiated partly in response to the furore caused by Enoch Powell 's 1969 rivers of blood speech , much as disturbances at the 1976 Notting Hill Carnival prompted further steps on the part of the Department of the Environment A riot makes a much bigger impact on government thinking , as Donnison ( 1987 ) has pointed out , than any amount of earnest and accurate research .",1,43,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
"Erm well no all I know is but they did n't actually , but I mean yeah they put it together .",0,15,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"I put his age at forty , but even among men twenty years younger he would have been accounted handsome , and he knew it , for his expression showed both confidence and amusement as he continued to hold Ellen 's hand , and he showed even more amusement when she suddenly realised just what liberty she was thus granting him and jerked her fingers swiftly away .",1,1,put,verb,Move to or place in a particular position.,I put my hand out towards her
"Right , just , she said she 's going to be head of department , it starts at ten OK , so she 'll be ahead of herself , then as she 'll be responsible for getting staff said she still has n't , got she said , little love",1,44,get,verb,Come to have (something); receive.,I got a letter from him the other day
Write it out on a piece of paper and you 'll and I 'll write them down .,0,0,write,verb,"Mark (letters, words, or other symbols) on a surface, typically paper, with a pen, pencil, or similar implement.",he wrote his name on the paper
Leinster have been undermined by their failure to secure prestige fixtures since the mid-Seventies .,1,8,secure,verb,Fix or attach (something) firmly so that it cannot be moved or lost.,pins secure the handle to the main body
"Ordering her would be ludicrous under the changed circumstances , and in any event , a waste of time .",0,7,change,verb,Make (someone or something) different; alter or modify.,both parties voted against proposals to change the law
"Of course because there are no living trilobites we can not find direct confirmation of this hypothesis , but we can look for other arthropods that have the same modifications of the eyes , for example , in the present day oceans .",1,21,look,verb,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
